Timestamp,Open,High,Low,Close,Volume
2021-05-01T00:00:00.000Z,57762.8,57762.8,57642.1,57642.1,0.4830149
2021-05-01T00:01:00.000Z,57667.8,57667.8,57577.1,57577.1,1.07419393
2021-05-01T00:02:00.000Z,57591.9,57641.9,57580.3,57602.9,0.41373774
2021-05-01T00:03:00.000Z,57602.9,57653.4,57602.9,57637.3,0.24919713
2021-05-01T00:04:00.000Z,57637.9,57669.9,57637.9,57669.9,0.20962611
2021-05-01T00:05:00.000Z,57688.1,57744.9,57688.0,57744.9,0.95445976
2021-05-01T00:06:00.000Z,57745.3,57747.8,57736.1,57736.1,0.03438677
2021-05-01T00:07:00.000Z,57751.7,57751.7,57751.7,57751.7,0.00095477
2021-05-01T00:08:00.000Z,57751.9,57754.3,57751.9,57754.3,0.05853247
2021-05-01T00:09:00.000Z,57793.0,57793.0,57779.9,57780.1,0.10282986
2021-05-01T00:10:00.000Z,57805.5,57887.9,57805.5,57887.9,0.46552033
2021-05-01T00:11:00.000Z,57875.3,57880.9,57874.7,57874.7,0.14508332
2021-05-01T00:12:00.000Z,57875.3,57900.0,57875.3,57895.6,0.32141682
2021-05-01T00:13:00.000Z,57900.0,57968.0,57900.0,57968.0,1.34721275
2021-05-01T00:14:00.000Z,57950.0,57966.6,57926.5,57946.7,0.16916608
2021-05-01T00:15:00.000Z,57942.0,57942.0,57903.2,57903.2,0.10276955
2021-05-01T00:16:00.000Z,57908.8,57924.9,57903.8,57903.8,0.09727378
2021-05-01T00:17:00.000Z,57903.0,57903.0,57895.6,57895.6,0.00555726
2021-05-01T00:18:00.000Z,57895.6,57931.3,57895.6,57931.3,0.12059384
2021-05-01T00:19:00.000Z,57929.4,57991.4,57929.4,57991.4,0.24003058
2021-05-01T00:20:00.000Z,57974.5,57974.5,57968.4,57968.4,0.05170861
2021-05-01T00:21:00.000Z,57981.0,57981.0,57969.5,57969.5,0.01982406
2021-05-01T00:22:00.000Z,57974.4,57974.4,57968.1,57968.1,0.00241673
2021-05-01T00:23:00.000Z,57977.0,57977.0,57977.0,57977.0,0.00805974
2021-05-01T00:24:00.000Z,57977.1,57977.1,57968.3,57968.3,0.05340067
2021-05-01T00:25:00.000Z,57977.0,58000.0,57977.0,57980.8,0.56233182
2021-05-01T00:26:00.000Z,57974.8,57974.8,57971.3,57971.3,0.06380765
2021-05-01T00:27:00.000Z,57968.4,57971.3,57968.0,57971.3,0.10206998
2021-05-01T00:28:00.000Z,57971.2,57971.2,57971.2,57971.2,0.00379109
2021-05-01T00:29:00.000Z,57971.4,57985.0,57971.4,57985.0,0.11496581
2021-05-01T00:31:00.000Z,57982.9,57994.2,57982.9,57994.2,0.04912723
2021-05-01T00:32:00.000Z,57988.9,57988.9,57988.9,57988.9,0.04843416
2021-05-01T00:33:00.000Z,57977.3,57981.9,57976.0,57976.0,0.08157962
2021-05-01T00:34:00.000Z,57968.0,57968.0,57952.8,57952.8,0.2349426
2021-05-01T00:36:00.000Z,57952.3,57952.3,57946.8,57946.8,0.02483677
2021-05-01T00:37:00.000Z,57946.6,57946.6,57943.6,57943.6,0.04947212
2021-05-01T00:38:00.000Z,57934.8,57940.3,57928.7,57928.7,0.07161913
2021-05-01T00:39:00.000Z,57925.0,57925.0,57925.0,57925.0,0.00857988
2021-05-01T00:40:00.000Z,57920.1,57920.1,57897.2,57897.2,0.09693071
2021-05-01T00:41:00.000Z,57894.5,57895.9,57885.3,57885.3,0.06073661
2021-05-01T00:42:00.000Z,57885.3,57890.2,57882.3,57890.2,0.02175153
2021-05-01T00:43:00.000Z,57879.3,57879.3,57879.3,57879.3,0.00201712
2021-05-01T00:44:00.000Z,57890.2,57890.2,57876.9,57876.9,0.01125934
2021-05-01T00:45:00.000Z,57876.3,57876.3,57876.3,57876.3,0.00061321
2021-05-01T00:47:00.000Z,57876.2,57876.2,57876.2,57876.2,0.0104
2021-05-01T00:48:00.000Z,57875.4,57875.4,57875.4,57875.4,0.00272654
2021-05-01T00:49:00.000Z,57885.4,57924.2,57885.4,57924.1,0.10888957
2021-05-01T00:50:00.000Z,57898.1,57898.1,57898.1,57898.1,0.01892251
2021-05-01T00:51:00.000Z,57905.3,57905.3,57886.4,57886.4,0.06725396
2021-05-01T00:52:00.000Z,57882.7,57882.7,57799.3,57799.3,0.41784712
2021-05-01T00:54:00.000Z,57793.6,57793.6,57770.5,57770.5,0.19979003
2021-05-01T00:55:00.000Z,57778.3,57778.7,57778.3,57778.7,0.00916687
2021-05-01T00:56:00.000Z,57780.5,57782.1,57780.5,57782.1,0.06728592
2021-05-01T00:57:00.000Z,57782.1,57782.1,57782.1,57782.1,0.0148416
2021-05-01T00:58:00.000Z,57782.1,57782.1,57782.1,57782.1,0.00255913
2021-05-01T00:59:00.000Z,57782.1,57792.0,57782.1,57792.0,0.00230853
2021-05-01T01:00:00.000Z,57792.2,57803.8,57757.3,57757.3,0.35321094
2021-05-01T01:01:00.000Z,57784.4,57784.4,57772.6,57772.6,0.0980239
2021-05-01T01:02:00.000Z,57752.1,57752.1,57748.0,57748.0,0.09706405
2021-05-01T01:03:00.000Z,57738.0,57738.0,57738.0,57738.0,0.00647459
2021-05-01T01:04:00.000Z,57737.9,57737.9,57650.7,57650.7,1.11381042
2021-05-01T01:05:00.000Z,57620.2,57620.2,57542.1,57593.8,1.08318441
2021-05-01T01:06:00.000Z,57593.9,57608.1,57581.5,57586.9,0.13210541
2021-05-01T01:07:00.000Z,57586.1,57592.5,57581.0,57592.5,0.14934671
2021-05-01T01:08:00.000Z,57581.1,57581.1,57581.1,57581.1,0.04860539
2021-05-01T01:09:00.000Z,57585.0,57585.0,57581.1,57581.1,0.0106666
2021-05-01T01:11:00.000Z,57585.0,57602.1,57585.0,57602.1,0.05622458
2021-05-01T01:12:00.000Z,57605.9,57609.8,57605.9,57609.8,0.02409404
2021-05-01T01:13:00.000Z,57609.8,57654.1,57609.8,57631.5,0.23715732
2021-05-01T01:14:00.000Z,57638.8,57639.8,57638.8,57639.8,0.05076639
2021-05-01T01:15:00.000Z,57651.4,57653.7,57651.4,57653.7,0.05857478
2021-05-01T01:16:00.000Z,57692.3,57715.5,57674.8,57715.5,0.14400116
2021-05-01T01:17:00.000Z,57695.5,57695.5,57690.5,57695.5,0.05355718
2021-05-01T01:19:00.000Z,57705.9,57705.9,57705.9,57705.9,0.00761187
2021-05-01T01:20:00.000Z,57695.5,57695.5,57695.5,57695.5,0.00114062
2021-05-01T01:21:00.000Z,57706.4,57718.1,57706.4,57718.1,0.05112096
2021-05-01T01:22:00.000Z,57718.5,57764.4,57718.5,57764.4,0.15944231
2021-05-01T01:23:00.000Z,57773.9,57795.1,57773.9,57777.8,0.12939924
2021-05-01T01:24:00.000Z,57779.6,57792.9,57779.6,57792.9,0.09794437
2021-05-01T01:25:00.000Z,57830.0,57832.7,57826.2,57832.7,0.14552163
2021-05-01T01:26:00.000Z,57830.3,57830.3,57825.9,57825.9,0.0146862
2021-05-01T01:28:00.000Z,57823.1,57823.1,57823.1,57823.1,0.00242429
2021-05-01T01:29:00.000Z,57823.0,57823.0,57823.0,57823.0,0.00055891
2021-05-01T01:30:00.000Z,57822.9,57833.7,57785.2,57833.7,0.05323185
2021-05-01T01:31:00.000Z,57811.3,57811.3,57799.8,57799.8,0.09799179
2021-05-01T01:32:00.000Z,57788.3,57788.3,57788.3,57788.3,0.00420483
2021-05-01T01:33:00.000Z,57799.0,57799.9,57799.0,57799.9,0.01
2021-05-01T01:34:00.000Z,57790.5,57790.5,57790.5,57790.5,0.00116244
2021-05-01T01:35:00.000Z,57801.8,57827.3,57801.8,57827.3,0.11318545
2021-05-01T01:36:00.000Z,57837.4,57927.4,57837.4,57927.4,0.50943633
2021-05-01T01:37:00.000Z,57956.8,57956.8,57927.4,57943.5,0.0627571
2021-05-01T01:38:00.000Z,57943.6,57943.6,57938.4,57940.3,0.1851025
2021-05-01T01:42:00.000Z,57932.7,57944.3,57894.0,57924.0,0.15744666
2021-05-01T01:43:00.000Z,57932.8,57936.7,57932.8,57936.7,0.07579139
2021-05-01T01:44:00.000Z,57933.7,58149.5,57933.7,58126.1,4.00097888
2021-05-01T01:45:00.000Z,58148.5,58148.5,58141.2,58141.2,0.09673606
2021-05-01T01:46:00.000Z,58130.1,58174.0,58128.1,58174.0,0.38367276
2021-05-01T01:47:00.000Z,58174.0,58231.5,58174.0,58231.5,1.2018329
2021-05-01T01:48:00.000Z,58232.7,58283.4,58232.7,58283.4,0.19447935
2021-05-01T01:49:00.000Z,58295.1,58334.2,58295.1,58327.2,0.31932202
2021-05-01T01:50:00.000Z,58315.6,58320.0,58315.6,58320.0,0.00601455
2021-05-01T01:51:00.000Z,58320.1,58320.1,58320.1,58320.1,0.05055
2021-05-01T01:52:00.000Z,58320.1,58320.1,58320.1,58320.1,0.00801233
2021-05-01T01:53:00.000Z,58327.2,58328.2,58327.2,58328.2,0.02
2021-05-01T01:54:00.000Z,58324.5,58337.9,58324.5,58337.9,0.13592366
2021-05-01T01:55:00.000Z,58344.1,58344.1,58337.9,58337.9,0.01094301
2021-05-01T01:56:00.000Z,58342.6,58346.5,58334.7,58338.7,0.0676779
2021-05-01T01:57:00.000Z,58338.9,58341.4,58338.9,58341.4,0.015
2021-05-01T01:58:00.000Z,58330.8,58330.8,58325.9,58325.9,0.02048438
2021-05-01T01:59:00.000Z,58337.6,58340.0,58337.6,58340.0,0.05828288
2021-05-01T02:00:00.000Z,58350.0,58399.9,58350.0,58399.9,0.42240491
2021-05-01T02:01:00.000Z,58385.3,58385.4,58374.8,58374.8,0.30889836
2021-05-01T02:02:00.000Z,58368.2,58368.2,58324.2,58324.2,0.06686519
2021-05-01T02:03:00.000Z,58351.4,58363.1,58351.4,58361.7,0.00500884
2021-05-01T02:04:00.000Z,58351.2,58397.2,58349.9,58396.9,0.32120798
2021-05-01T02:05:00.000Z,58353.5,58369.8,58353.5,58361.9,0.11987591
2021-05-01T02:06:00.000Z,58351.2,58351.2,58278.1,58310.8,1.10147602
2021-05-01T02:07:00.000Z,58305.4,58305.6,58255.6,58255.6,0.25138891
2021-05-01T02:08:00.000Z,58280.1,58290.1,58274.8,58274.8,0.21612001
2021-05-01T02:09:00.000Z,58278.7,58280.8,58268.5,58276.8,0.13232097
2021-05-01T02:10:00.000Z,58277.0,58281.0,58276.9,58280.6,0.13471354
2021-05-01T02:11:00.000Z,58280.9,58280.9,58274.4,58274.4,0.07461064
2021-05-01T02:12:00.000Z,58271.5,58272.4,58220.9,58220.9,0.2443
2021-05-01T02:13:00.000Z,58248.2,58248.4,58242.2,58242.2,0.02641731
2021-05-01T02:14:00.000Z,58243.3,58247.8,58243.3,58247.8,0.12395375
2021-05-01T02:15:00.000Z,58250.4,58250.4,58250.4,58250.4,0.00042506
2021-05-01T02:16:00.000Z,58249.3,58249.4,58247.8,58247.8,0.02196931
2021-05-01T02:17:00.000Z,58250.3,58250.3,58250.3,58250.3,0.00267536
2021-05-01T02:18:00.000Z,58250.5,58250.5,58250.4,58250.4,0.0172312
2021-05-01T02:19:00.000Z,58250.4,58250.5,58250.2,58250.4,0.48057874
2021-05-01T02:20:00.000Z,58242.2,58242.4,58242.2,58242.2,0.06937794
2021-05-01T02:21:00.000Z,58249.4,58250.4,58249.2,58250.4,0.12418342
2021-05-01T02:22:00.000Z,58250.4,58250.4,58250.4,58250.4,0.07014397
2021-05-01T02:23:00.000Z,58250.4,58250.4,58250.4,58250.4,0.0140742
2021-05-01T02:24:00.000Z,58247.5,58250.5,58247.4,58250.5,0.02071859
2021-05-01T02:25:00.000Z,58250.5,58250.5,58250.5,58250.5,0.02605221
2021-05-01T02:26:00.000Z,58242.1,58242.1,58203.3,58203.3,0.06670276
2021-05-01T02:28:00.000Z,58230.5,58234.7,58230.0,58231.3,0.02009273
2021-05-01T02:29:00.000Z,58229.6,58229.6,58221.1,58223.5,0.07001696
2021-05-01T02:30:00.000Z,58227.3,58227.3,58225.1,58225.1,0.00484557
2021-05-01T02:31:00.000Z,58229.7,58230.9,58229.7,58230.9,0.01085126
2021-05-01T02:32:00.000Z,58229.8,58229.8,58229.8,58229.8,0.00320986
2021-05-01T02:33:00.000Z,58232.1,58232.1,58225.4,58225.4,0.00296321
2021-05-01T02:34:00.000Z,58227.8,58228.1,58226.5,58226.5,0.02361785
2021-05-01T02:35:00.000Z,58226.3,58232.5,58226.3,58232.3,0.00635311
2021-05-01T02:37:00.000Z,58226.0,58226.0,58226.0,58226.0,0.01634648
2021-05-01T02:38:00.000Z,58227.6,58227.6,58226.0,58226.0,0.0220387
2021-05-01T02:39:00.000Z,58226.0,58226.0,58226.0,58226.0,0.07008955
2021-05-01T02:40:00.000Z,58229.0,58229.0,58229.0,58229.0,0.00168163
2021-05-01T02:41:00.000Z,58229.0,58229.1,58226.0,58226.0,0.04069404
2021-05-01T02:42:00.000Z,58226.0,58226.0,58226.0,58226.0,0.00174028
2021-05-01T02:43:00.000Z,58227.4,58227.4,58227.4,58227.4,0.01605034
2021-05-01T02:44:00.000Z,58225.9,58225.9,58225.9,58225.9,0.00114965
2021-05-01T02:45:00.000Z,58225.9,58226.0,58221.2,58221.2,0.24666595
2021-05-01T02:46:00.000Z,58209.5,58209.6,58209.5,58209.6,0.00214535
2021-05-01T02:47:00.000Z,58209.2,58209.2,58194.3,58194.3,0.15101177
2021-05-01T02:48:00.000Z,58178.5,58178.5,58143.1,58143.1,0.14507475
2021-05-01T02:49:00.000Z,58136.0,58136.1,58136.0,58136.1,0.04836792
2021-05-01T02:50:00.000Z,58141.0,58147.9,58141.0,58147.9,0.01607399
2021-05-01T02:51:00.000Z,58148.6,58148.6,58148.6,58148.6,0.00679861
2021-05-01T02:53:00.000Z,58138.5,58138.5,58138.5,58138.5,0.0483718
2021-05-01T02:54:00.000Z,58126.9,58126.9,58082.7,58082.7,0.15499965
2021-05-01T02:55:00.000Z,58064.4,58064.4,58037.1,58039.1,0.30598767
2021-05-01T02:56:00.000Z,58027.5,58059.1,58027.5,58059.1,0.12298806
2021-05-01T02:57:00.000Z,58063.9,58067.2,58063.9,58067.2,0.05400815
2021-05-01T02:58:00.000Z,58067.2,58078.7,58067.2,58078.7,0.00373818
2021-05-01T02:59:00.000Z,58078.8,58132.2,58078.8,58132.2,0.16787812
2021-05-01T03:00:00.000Z,58086.6,58102.9,58086.6,58102.9,0.02110317
2021-05-01T03:01:00.000Z,58103.9,58103.9,58103.9,58103.9,0.01961731
2021-05-01T03:02:00.000Z,58098.0,58098.0,58098.0,58098.0,0.05
2021-05-01T03:03:00.000Z,58104.0,58104.0,58104.0,58104.0,0.01
2021-05-01T03:04:00.000Z,58104.9,58104.9,58104.9,58104.9,0.04
2021-05-01T03:05:00.000Z,58104.9,58145.3,58104.9,58118.1,0.08690428
2021-05-01T03:06:00.000Z,58111.0,58111.0,58111.0,58111.0,0.0024
2021-05-01T03:07:00.000Z,58106.8,58106.8,58106.8,58106.8,0.14
2021-05-01T03:08:00.000Z,58118.2,58118.2,58118.2,58118.2,0.0025744
2021-05-01T03:11:00.000Z,58112.6,58112.6,58108.8,58108.8,0.01601508
2021-05-01T03:12:00.000Z,58107.1,58107.1,58107.1,58107.1,0.01269
2021-05-01T03:13:00.000Z,58107.5,58107.5,58107.3,58107.3,0.00886288
2021-05-01T03:14:00.000Z,58104.0,58104.0,58102.4,58102.4,0.05094233
2021-05-01T03:16:00.000Z,58101.7,58103.9,58101.7,58103.9,0.09059431
2021-05-01T03:18:00.000Z,58104.0,58115.7,58104.0,58115.7,0.06455403
2021-05-01T03:19:00.000Z,58115.8,58127.4,58114.2,58127.4,0.16264258
2021-05-01T03:20:00.000Z,58117.1,58129.6,58117.1,58129.6,0.01187804
2021-05-01T03:21:00.000Z,58129.6,58129.6,58120.9,58120.9,0.01152142
2021-05-01T03:23:00.000Z,58130.1,58130.5,58119.4,58119.4,0.02726371
2021-05-01T03:24:00.000Z,58124.9,58124.9,58124.9,58124.9,0.00102
2021-05-01T03:26:00.000Z,58136.2,58136.2,58136.2,58136.2,0.00020331
2021-05-01T03:28:00.000Z,58136.2,58136.2,58136.2,58136.2,0.00490296
2021-05-01T03:29:00.000Z,58137.3,58137.3,58137.3,58137.3,0.00164455
2021-05-01T03:30:00.000Z,58125.9,58135.9,58125.9,58135.9,0.00677258
2021-05-01T03:31:00.000Z,58131.8,58131.8,58131.8,58131.8,0.02180629
2021-05-01T03:32:00.000Z,58130.2,58131.0,58130.1,58131.0,0.00409061
2021-05-01T03:33:00.000Z,58131.0,58131.0,58131.0,58131.0,0.000414
2021-05-01T03:35:00.000Z,58137.4,58137.4,58137.4,58137.4,0.00192905
2021-05-01T03:36:00.000Z,58137.9,58157.1,58129.5,58157.1,0.19008445
2021-05-01T03:37:00.000Z,58168.6,58168.6,58168.6,58168.6,0.0080332
2021-05-01T03:40:00.000Z,58157.1,58157.1,58157.1,58157.1,0.07383152
2021-05-01T03:41:00.000Z,58157.1,58157.1,58046.5,58046.6,0.68566654
2021-05-01T03:42:00.000Z,58051.9,58051.9,58051.9,58051.9,0.04
2021-05-01T03:43:00.000Z,58053.8,58061.5,58053.8,58061.5,0.02519975
2021-05-01T03:44:00.000Z,58063.8,58063.8,58063.8,58063.8,0.00087496
2021-05-01T03:45:00.000Z,58058.6,58058.6,58058.6,58058.6,0.0009
2021-05-01T03:46:00.000Z,58060.9,58067.2,58060.8,58067.2,0.04059663
2021-05-01T03:47:00.000Z,58062.9,58071.9,58060.8,58060.8,0.11280292
2021-05-01T03:48:00.000Z,58062.1,58072.0,58062.1,58072.0,0.02055355
2021-05-01T03:49:00.000Z,58075.1,58075.1,58075.1,58075.1,0.02052531
2021-05-01T03:51:00.000Z,58070.7,58091.6,58070.7,58091.6,0.09643982
2021-05-01T03:52:00.000Z,58092.0,58092.0,58092.0,58092.0,0.0017171
2021-05-01T03:53:00.000Z,58092.2,58092.2,58092.2,58092.2,0.00804376
2021-05-01T03:54:00.000Z,58080.7,58080.7,58080.7,58080.7,0.0086
2021-05-01T03:55:00.000Z,58089.6,58089.6,58078.6,58079.8,0.10809518
2021-05-01T03:56:00.000Z,58068.2,58081.2,58038.0,58078.4,0.30116449
2021-05-01T03:57:00.000Z,58079.9,58079.9,58079.9,58079.9,0.0053047
2021-05-01T03:58:00.000Z,58091.3,58091.3,58091.3,58091.3,0.01
2021-05-01T03:59:00.000Z,58091.5,58091.5,58091.5,58091.5,0.01
2021-05-01T04:00:00.000Z,58083.1,58096.3,58083.1,58096.3,0.06809804
2021-05-01T04:01:00.000Z,58107.9,58107.9,58107.9,58107.9,0.04838456
2021-05-01T04:02:00.000Z,58107.8,58107.8,58107.8,58107.8,0.00048357
2021-05-01T04:03:00.000Z,58107.7,58107.7,58089.2,58096.1,0.06604614
2021-05-01T04:05:00.000Z,58095.6,58095.6,58095.6,58095.6,0.00257163
2021-05-01T04:06:00.000Z,58095.1,58095.1,58095.1,58095.1,0.00546948
2021-05-01T04:08:00.000Z,58095.1,58095.1,58095.1,58095.1,0.00321731
2021-05-01T04:10:00.000Z,58106.7,58106.7,58100.5,58100.5,0.01001568
2021-05-01T04:11:00.000Z,58103.5,58121.0,58103.5,58117.5,0.11758517
2021-05-01T04:12:00.000Z,58123.9,58143.9,58123.9,58143.9,0.10174403
2021-05-01T04:13:00.000Z,58152.3,58152.3,58152.3,58152.3,0.00803545
