,"('Binance', 'Bittrex')","('Binance', 'Kucoin')","('Bittrex', 'Kucoin')"
0,-0.001207739999999902,-0.0007999999999999119,0.0004077399999999898
1,0.0001402999999999821,-0.0001989999999998382,-0.0003392999999998203
2,0.004741389999999956,-9.900000000007125e-05,-0.004840390000000028
3,0.002441389999999988,-0.0005699999999999594,-0.003011389999999947
4,0.002141390000000021,-0.00115899999999991,-0.003300389999999931
5,-0.0003645699999998975,-0.0005009999999998627,-0.0001364299999999652
6,-0.0009721600000001107,-0.0003389999999998672,0.0006331600000002435
7,-0.0008721600000001217,0.000344000000000122,0.001216160000000244
8,-0.001972160000000001,-0.0005659999999998444,0.001406160000000156
9,-0.001076319999999908,-0.0002950000000001562,0.0007813199999997522
10,0.001423680000000038,6.100000000008876e-05,-0.001362679999999949
11,-0.0007000299999999626,-4.000000000115023e-06,0.0006960299999998476
12,-0.0003267999999998494,0.0001620000000002175,0.000488800000000067
13,-0.001777510000000149,3.899999999990023e-05,0.001816510000000049
14,-0.0005062199999998906,-0.0005309999999998372,-2.477999999994651e-05
15,-0.001812509999999934,-0.0001329999999999387,0.001679509999999995
16,-0.000712509999999833,-0.0008629999999998361,-0.0001504900000000031
17,0.0005999999999999339,5.699999999997374e-05,-0.0005429999999999602
18,0.001604729999999943,-0.000212000000000101,-0.001816730000000044
19,0.0001782500000000464,-0.000148000000000037,-0.0003262500000000834
20,-0.0001509600000000333,-0.000320000000000098,-0.0001690400000000647
21,0.0006490399999998786,3.999999999981796e-05,-0.0006090400000000606
22,-0.0001088999999998563,-0.0003419999999998424,-0.0002330999999999861
23,0.0011911,0.0003069999999998352,-0.0008841000000001653
24,-8.899999999867347e-06,-0.0002559999999998119,-0.0002470999999999446
25,-0.0006089000000000233,0.0001609999999998557,0.000769899999999879
26,0.001299670000000086,0.0003059999999999174,-0.0009936700000001686
27,0.00189967000000002,1.200000000012302e-05,-0.001887669999999897
28,0.001270560000000032,0.0002750000000000252,-0.0009955600000000064
29,0.001870559999999966,-0.0001670000000000282,-0.002037559999999994
30,0.001365889999999981,-0.000132000000000021,-0.001497890000000002
31,-3.410999999986508e-05,9.600000000009601e-05,0.0001301099999999611
32,0.0008069499999998619,0.0001559999999998229,-0.000650950000000039
33,0.0008069499999998619,0.0004999999999999449,-0.000306949999999917
34,0.000106949999999939,-0.0003950000000001452,-0.0005019500000000843
35,5.01600000000213e-05,-0.0001830000000000442,-0.0002331600000000655
36,0.0009551999999999339,0.0008159999999999279,-0.000139200000000006
37,0.0005138099999999479,-5.100000000002325e-05,-0.0005648099999999712
38,0.001606289999999788,0.001020000000000021,-0.0005862899999997673
39,0.001206289999999832,0.0006200000000000649,-0.0005862899999997673
40,-0.00100099000000009,0.0005969999999999587,0.001597990000000049
41,-6.818999999991249e-05,0.0001910000000000522,0.0002591899999999647
42,0.0006318700000000899,-0.0001659999999998885,-0.0007978699999999783
43,0.004143359999999818,0.0003670000000000062,-0.003776359999999812
44,0.003043359999999939,-0.0001830000000000442,-0.003226359999999984
45,0.001555549999999961,0.0004349999999999632,-0.001120549999999998
46,0.001781339999999965,0.001178000000000123,-0.0006033399999998412
47,-3.32800000000244e-05,0.0005819999999998604,0.0006152799999998848
48,0.003112919999999963,4.199999999987547e-05,-0.003070920000000088
49,0.002135329999999991,0.0006880000000000219,-0.001447329999999969
50,-0.0001581400000001398,0.0001629999999999132,0.000321140000000053
51,-0.002452349999999992,0.0001740000000001185,0.002626350000000111
52,0.0005645600000001583,-0.0006299999999999084,-0.001194560000000067
53,-7.318999999994524e-05,0.0003709999999998992,0.0004441899999998444
54,4.860000000017628e-05,-0.0008649999999998936,-0.0009136000000000699
55,-0.003270249999999919,-0.000676000000000121,0.002594249999999798
56,0.0006943299999999653,2.999999999975245e-05,-0.0006643300000002128
57,-0.002205669999999937,-0.0001770000000000937,0.002028669999999844
58,-0.0005212999999999468,-0.001427000000000067,-0.0009057000000001203
59,-0.0006114200000000292,-0.000260000000000149,0.0003514199999998802
60,-0.0003844299999999912,-0.0003139999999999254,7.043000000006572e-05
61,-0.0009255799999998704,-0.0002489999999999437,0.0006765799999999267
62,-0.0002224899999998531,0.0003219999999999335,0.0005444899999997865
63,-0.001499999999999835,-0.0003999999999999559,0.001099999999999879
64,-0.0004653000000001128,0.0003329999999999167,0.0007983000000000295
65,-0.000299999999999967,0.0002699999999999925,0.0005699999999999594
66,-0.001012859999999893,-0.000568000000000124,0.0004448599999997693
67,0.00250726999999995,0.0004069999999998242,-0.002100270000000126
68,0.0004292200000000079,-0.0001750000000000362,-0.0006042200000000442
69,0.002661959999999963,-0.0001830000000000442,-0.002844960000000007
70,0.003561960000000086,8.099999999999774e-05,-0.003480960000000088
71,0.003861960000000053,0.0001740000000001185,-0.003687959999999935
72,0.001841210000000038,0.0004030000000001532,-0.001438209999999884
73,0.002441209999999971,0.0003889999999999727,-0.002052209999999999
74,0.003341210000000094,-0.0003809999999999647,-0.003722210000000059
75,0.004641209999999951,0.000283999999999951,-0.00435721
76,0.005841210000000041,-0.0001659999999998885,-0.00600720999999993
77,0.003841210000000039,0.0001860000000000195,-0.00365521000000002
78,0.001247649999999823,0.000275999999999943,-0.0009716499999998796
79,8.046000000017095e-05,-0.0004919999999999369,-0.0005724600000001079
80,0.001080460000000061,4.899999999996574e-05,-0.001031460000000095
81,0.001249540000000104,0.0006749999999999812,-0.0005745400000001233
82,0.003049540000000128,1.6000000000016e-05,-0.003033540000000112
83,0.003749540000000051,0.0002379999999999605,-0.003511540000000091
84,0.005149540000000119,0.0007360000000000699,-0.004413540000000049
85,0.0006415300000000013,0.0004999999999999449,-0.0001415300000000563
86,0.0002415300000000453,-0.0001180000000000625,-0.0003595300000001078
87,0.0003415300000000343,0.0002620000000002065,-7.95299999998278e-05
88,0.000740889999999883,0.0005290000000000017,-0.0002118899999998813
89,-0.0006007800000000785,0.0004239999999999799,0.001024780000000058
90,-0.0005007800000000895,0.0002169999999999117,0.0007177800000000012
91,0.0001992199999998334,0.0003499999999998504,0.000150780000000017
92,0.0002930000000000987,0.0008390000000000342,0.0005459999999999354
93,-6.999999999868223e-06,0.0002489999999999437,0.0002559999999998119
94,-0.0002069999999998462,-9.299999999989872e-05,0.0001139999999999475
95,0.001093000000000011,0.0003089999999998927,-0.0007840000000001179
96,0.00134129000000005,0.0001070000000000793,-0.001234289999999971
97,0.002241289999999951,0.0002469999999998862,-0.001994290000000065
98,0.001841289999999995,0.0007620000000001514,-0.001079289999999844
99,0.001241290000000062,-0.0004319999999999879,-0.001673290000000049
100,0.002541289999999918,0.000224000000000002,-0.002317289999999916
101,0.001841289999999995,7.700000000010476e-05,-0.001764289999999891
102,0.0007429899999999989,0.0004999999999999449,-0.000242990000000054
103,-0.000127660000000196,0.0004589999999999872,0.0005866600000001831
104,0.0004889900000000225,0.0004009999999998737,-8.799000000014878e-05
105,-0.0001969999999997807,-0.0003009999999998847,-0.000104000000000104
106,0.001603000000000243,0.0003299999999999415,-0.001273000000000302
107,-0.0007156299999999671,-0.0007600000000000939,-4.437000000012681e-05
108,0.0001650900000000899,9.799999999993148e-05,-6.709000000015841e-05
109,0.0002650900000000789,-0.0006569999999999077,-0.0009220899999999865
110,-0.0008578400000001096,0.0003249999999999087,0.001182840000000018
111,-0.0002202500000001439,0.0008170000000000677,0.001037250000000212
